alignment	phase	planet	operation	row	slot	character_name	baseId
LS	3	Kashyyyk	3	3	5	Skiff Guard (Lando Calrissian)	UNDERCOVERLANDO
LS	3	Kashyyyk	4	1	1	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	4	1	2	BB-8	BB8
LS	3	Kashyyyk	4	1	3	R2-D2	R2D2_LEGENDARY
LS	3	Kashyyyk	4	1	4	CT-5555 "Fives"	CT5555
LS	3	Kashyyyk	4	1	5	Logray	LOGRAY
LS	3	Kashyyyk	4	2	1	Rey	GLREY
LS	3	Kashyyyk	4	2	2	C-3PO	C3POLEGENDARY
LS	3	Kashyyyk	4	2	3	Ben Solo	BENSOLO
LS	3	Kashyyyk	4	2	4	Lando's Millennium Falcon	MILLENNIUMFALCONPRISTINE
LS	3	Kashyyyk	4	2	5	Greef Karga	GREEFKARGA
LS	3	Kashyyyk	4	3	1	Rey	GLREY
LS	3	Kashyyyk	4	3	2	Han's Millennium Falcon	MILLENNIUMFALCON
LS	3	Kashyyyk	4	3	3	Razor Crest	RAZORCREST
LS	3	Kashyyyk	4	3	4	Resistance Trooper	RESISTANCETROOPER
LS	3	Kashyyyk	4	3	5	Hoth Rebel Scout	HOTHREBELSCOUT
LS	3	Kashyyyk	5	1	1	Ben Solo	BENSOLO
LS	3	Kashyyyk	5	1	2	C-3PO	C3POLEGENDARY
LS	3	Kashyyyk	5	1	3	Rey (Jedi Training)	REYJEDITRAINING
LS	3	Kashyyyk	5	1	4	Greef Karga	GREEFKARGA
LS	3	Kashyyyk	5	1	5	Logray	LOGRAY
LS	3	Kashyyyk	5	2	1	Rey	GLREY
LS	3	Kashyyyk	5	2	2	Greef Karga	GREEFKARGA
LS	3	Kashyyyk	5	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	5	2	4	PadmÃ© Amidala	PADMEAMIDALA
LS	3	Kashyyyk	5	2	5	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Kashyyyk	5	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Kashyyyk	5	3	2	Grand Master Yoda	GRANDMASTERYODA
LS	3	Kashyyyk	5	3	3	Ben Solo	BENSOLO
LS	3	Kashyyyk	5	3	4	Greef Karga	GREEFKARGA
LS	3	Kashyyyk	5	3	5	K-2SO	K2SO
LS	3	Kashyyyk	6	1	1	Razor Crest	RAZORCREST
LS	3	Kashyyyk	6	1	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Kashyyyk	6	1	3	Han's Millennium Falcon	MILLENNIUMFALCON
LS	3	Kashyyyk	6	1	4	Negotiator	CAPITALNEGOTIATOR
LS	3	Kashyyyk	6	1	5	Han Solo	HANSOLO
LS	3	Kashyyyk	6	2	1	Rey	GLREY
LS	3	Kashyyyk	6	2	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	3	Kashyyyk	6	2	3	Ben Solo	BENSOLO
LS	3	Kashyyyk	6	2	4	Resistance Trooper	RESISTANCETROOPER
LS	3	Kashyyyk	6	2	5	Han's Millennium Falcon	MILLENNIUMFALCON
LS	3	Kashyyyk	6	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Kashyyyk	6	3	2	PadmÃ© Amidala	PADMEAMIDALA
LS	3	Kashyyyk	6	3	3	Ben Solo	BENSOLO
LS	3	Kashyyyk	6	3	4	Ewok Scout	EWOKSCOUT
LS	3	Kashyyyk	6	3	5	Hoth Rebel Soldier	HOTHREBELSOLDIER
LS	3	Zeffo	1	1	1	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Zeffo	1	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	1	1	3	General Kenobi	GENERALKENOBI
LS	3	Zeffo	1	1	4	Kyle Katarn	KYLEKATARN
LS	3	Zeffo	1	1	5	Jedi Consular's Starfighter	JEDISTARFIGHTERCONSULAR
LS	3	Zeffo	1	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Zeffo	1	2	2	BB-8	BB8
LS	3	Zeffo	1	2	3	Han Solo	HANSOLO
LS	3	Zeffo	1	2	4	Chirrut ÃŽmwe	CHIRRUTIMWE
LS	3	Zeffo	1	2	5	Jolee Bindo	JOLEEBINDO
LS	3	Zeffo	1	3	1	Rey	GLREY
LS	3	Zeffo	1	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	1	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	1	3	4	Jedi Consular	JEDIKNIGHTCONSULAR
LS	3	Zeffo	1	3	5	MG-100 StarFortress SF-17	MG100STARFORTRESSSF17
LS	3	Zeffo	2	1	1	Razor Crest	RAZORCREST
LS	3	Zeffo	2	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	2	1	3	Hermit Yoda	HERMITYODA
LS	3	Zeffo	2	1	4	Kyle Katarn	KYLEKATARN
LS	3	Zeffo	2	1	5	Home One	CAPITALMONCALAMARICRUISER
LS	3	Zeffo	2	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Zeffo	2	2	2	Chewbacca	CHEWBACCALEGENDARY
LS	3	Zeffo	2	2	3	Han Solo	HANSOLO
LS	3	Zeffo	2	2	4	Clone Sergeant - Phase I	CLONESERGEANTPHASEI
LS	3	Zeffo	2	2	5	Chief Chirpa	CHIEFCHIRPA
LS	3	Zeffo	2	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Zeffo	2	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	2	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	2	3	4	Jedi Knight Guardian	JEDIKNIGHTGUARDIAN
LS	3	Zeffo	2	3	5	Rex's ARC-170	ARC170REX
LS	3	Zeffo	3	1	1	Ben Solo	BENSOLO
LS	3	Zeffo	3	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	3	1	3	General Kenobi	GENERALKENOBI
LS	3	Zeffo	3	1	4	Jedi Consular	JEDIKNIGHTCONSULAR
LS	3	Zeffo	3	1	5	Raddus	CAPITALRADDUS
LS	3	Zeffo	3	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Zeffo	3	2	2	C-3PO	C3POLEGENDARY
LS	3	Zeffo	3	2	3	Han Solo	HANSOLO
LS	3	Zeffo	3	2	4	Clone Sergeant - Phase I	CLONESERGEANTPHASEI
LS	3	Zeffo	3	2	5	Juhani	JUHANI
LS	3	Zeffo	3	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Zeffo	3	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	3	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	3	3	4	MG-100 StarFortress SF-17	MG100STARFORTRESSSF17
LS	3	Zeffo	3	3	5	Kyle Katarn	KYLEKATARN
LS	3	Zeffo	4	1	1	Ben Solo	BENSOLO
LS	3	Zeffo	4	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	4	1	3	Rey (Jedi Training)	REYJEDITRAINING
LS	3	Zeffo	4	1	4	Luke Skywalker (Farmboy)	LUKESKYWALKER
LS	3	Zeffo	4	1	5	Qi'ra	QIRA
LS	3	Zeffo	4	2	1	Rey	GLREY
LS	3	Zeffo	4	2	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	3	Zeffo	4	2	3	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Zeffo	4	2	4	Kit Fisto	KITFISTO
LS	3	Zeffo	4	2	5	Jolee Bindo	JOLEEBINDO
LS	3	Zeffo	4	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Zeffo	4	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	4	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	4	3	4	Jedi Knight Guardian	JEDIKNIGHTGUARDIAN
LS	3	Zeffo	4	3	5	Wrecker	BADBATCHWRECKER
LS	3	Zeffo	5	1	1	Ben Solo	BENSOLO
LS	3	Zeffo	5	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	5	1	3	Rey (Jedi Training)	REYJEDITRAINING
LS	3	Zeffo	5	1	4	Jedi Consular	JEDIKNIGHTCONSULAR
LS	3	Zeffo	5	1	5	Enfys Nest	ENFYSNEST
LS	3	Zeffo	5	2	1	Rey	GLREY
LS	3	Zeffo	5	2	2	R2-D2	R2D2_LEGENDARY
LS	3	Zeffo	5	2	3	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Zeffo	5	2	4	Garazeb "Zeb" Orrelios	ZEBS3
LS	3	Zeffo	5	2	5	Chief Chirpa	CHIEFCHIRPA
LS	3	Zeffo	5	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Zeffo	5	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	5	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	5	3	4	Luke Skywalker (Farmboy)	LUKESKYWALKER
LS	3	Zeffo	5	3	5	Mission Vao	MISSIONVAO
LS	3	Zeffo	6	1	1	Razor Crest	RAZORCREST
LS	3	Zeffo	6	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	3	Zeffo	6	1	3	Rey (Jedi Training)	REYJEDITRAINING
LS	3	Zeffo	6	1	4	Plo Koon	PLOKOON
LS	3	Zeffo	6	1	5	Clone Sergeant's ARC-170	ARC170CLONESERGEANT
LS	3	Zeffo	6	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Zeffo	6	2	2	PadmÃ© Amidala	PADMEAMIDALA
LS	3	Zeffo	6	2	3	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Zeffo	6	2	4	Chirrut ÃŽmwe	CHIRRUTIMWE
LS	3	Zeffo	6	2	5	Jolee Bindo	JOLEEBINDO
LS	3	Zeffo	6	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Zeffo	6	3	2	General Skywalker	GENERALSKYWALKER
LS	3	Zeffo	6	3	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Zeffo	6	3	4	Jedi Knight Guardian	JEDIKNIGHTGUARDIAN
LS	3	Zeffo	6	3	5	Visas Marr	VISASMARR
LS	4	Lothal	1	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	1	1	2	Hermit Yoda	HERMITYODA
LS	4	Lothal	1	1	3	Ben Solo	BENSOLO
LS	4	Lothal	1	1	4	Veteran Smuggler Chewbacca	SMUGGLERCHEWBACCA
LS	4	Lothal	1	1	5	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	4	Lothal	1	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	1	2	2	Rebel Officer Leia Organa	HOTHLEIA
LS	4	Lothal	1	2	3	Razor Crest	RAZORCREST
LS	4	Lothal	1	2	4	Zaalbar	ZAALBAR
LS	4	Lothal	1	2	5	Dash Rendar	DASHRENDAR
LS	4	Lothal	1	3	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	1	3	2	Han Solo	HANSOLO
LS	4	Lothal	1	3	3	Razor Crest	RAZORCREST
LS	4	Lothal	1	3	4	Xanadu Blood	XANADUBLOOD
LS	4	Lothal	1	3	5	Rebel Y-wing	YWINGREBEL
LS	4	Lothal	2	1	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	2	1	2	Ki-Adi-Mundi	KIADIMUNDI
LS	4	Lothal	2	1	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	4	Lothal	2	1	4	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	4	Lothal	2	1	5	Chewbacca	CHEWBACCALEGENDARY
LS	4	Lothal	2	2	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	2	2	2	Hermit Yoda	HERMITYODA
LS	4	Lothal	2	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	4	Lothal	2	2	4	BB-8	BB8
LS	4	Lothal	2	2	5	Zaalbar	ZAALBAR
LS	4	Lothal	2	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	2	3	2	General Kenobi	GENERALKENOBI
LS	4	Lothal	2	3	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	4	Lothal	2	3	4	Chewbacca	CHEWBACCALEGENDARY
LS	4	Lothal	2	3	5	Xanadu Blood	XANADUBLOOD
LS	4	Lothal	3	1	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	3	1	2	Hermit Yoda	HERMITYODA
LS	4	Lothal	3	1	3	Razor Crest	RAZORCREST
LS	4	Lothal	3	1	4	Finn	FINN
LS	4	Lothal	3	1	5	R2-D2	R2D2_LEGENDARY
LS	4	Lothal	3	2	1	Rey	GLREY
LS	4	Lothal	3	2	2	Ki-Adi-Mundi	KIADIMUNDI
LS	4	Lothal	3	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	4	Lothal	3	2	4	50R-T	50RT
LS	4	Lothal	3	2	5	Raven's Claw	RAVENSCLAW
LS	4	Lothal	3	3	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	3	3	2	Hermit Yoda	HERMITYODA
LS	4	Lothal	3	3	3	Ben Solo	BENSOLO
LS	4	Lothal	3	3	4	Ebon Hawk	EBONHAWK
LS	4	Lothal	3	3	5	Chief Nebit	CHIEFNEBIT
LS	4	Lothal	4	1	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	4	1	2	Rebel Officer Leia Organa	HOTHLEIA
LS	4	Lothal	4	1	3	Plo Koon's Jedi Starfighter	BLADEOFDORIN
LS	4	Lothal	4	1	4	Kyle Katarn	KYLEKATARN
LS	4	Lothal	4	1	5	Rey (Jedi Training)	REYJEDITRAINING
LS	4	Lothal	4	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	4	2	2	General Kenobi	GENERALKENOBI
LS	4	Lothal	4	2	3	Scarif Rebel Pathfinder	SCARIFREBEL
LS	4	Lothal	4	2	4	Jolee Bindo	JOLEEBINDO
LS	4	Lothal	4	2	5	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	4	Lothal	4	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	4	3	2	Rebel Officer Leia Organa	HOTHLEIA
LS	4	Lothal	4	3	3	Outrider	OUTRIDER
LS	4	Lothal	4	3	4	Scarif Rebel Pathfinder	SCARIFREBEL
LS	4	Lothal	4	3	5	Eeth Koth	EETHKOTH
LS	4	Lothal	5	1	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	4	Lothal	5	1	2	Han Solo	HANSOLO
LS	4	Lothal	5	1	3	Tech	BADBATCHTECH
LS	4	Lothal	5	1	4	PadmÃ© Amidala	PADMEAMIDALA
LS	4	Lothal	5	1	5	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	4	Lothal	5	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	4	Lothal	5	2	2	Logray	LOGRAY
LS	4	Lothal	5	2	3	Jedi Consular	JEDIKNIGHTCONSULAR
LS	4	Lothal	5	2	4	Grand Master Yoda	GRANDMASTERYODA
LS	4	Lothal	5	2	5	Razor Crest	RAZORCREST
LS	4	Lothal	5	3	1	Profundity	CAPITALPROFUNDITY
LS	4	Lothal	5	3	2	Logray	LOGRAY
LS	4	Lothal	5	3	3	Bistan	BISTAN
LS	4	Lothal	5	3	4	Han's Millennium Falcon	MILLENNIUMFALCON
LS	4	Lothal	5	3	5	Plo Koon's Jedi Starfighter	BLADEOFDORIN
LS	4	Lothal	6	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	6	1	2	Rebel Officer Leia Organa	HOTHLEIA
LS	4	Lothal	6	1	3	Wedge Antilles's X-wing	XWINGRED2
LS	4	Lothal	6	1	4	Sana Starros	SANASTARROS
LS	4	Lothal	6	1	5	PadmÃ© Amidala	PADMEAMIDALA
LS	4	Lothal	6	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	6	2	2	Hermit Yoda	HERMITYODA
LS	4	Lothal	6	2	3	Echo	BADBATCHECHO
LS	4	Lothal	6	2	4	Aayla Secura	AAYLASECURA
LS	4	Lothal	6	2	5	Ben Solo	BENSOLO
LS	4	Lothal	6	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	4	Lothal	6	3	2	General Kenobi	GENERALKENOBI
LS	4	Lothal	6	3	3	Wicket	WICKET
LS	4	Lothal	6	3	4	50R-T	50RT
LS	4	Lothal	6	3	5	Hondo Ohnaka	HONDO
LS	5	Ring of Kafrene	1	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	1	1	2	Grand Master Yoda	GRANDMASTERYODA
LS	5	Ring of Kafrene	1	1	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	1	1	4	50R-T	50RT
LS	5	Ring of Kafrene	1	1	5	Zaalbar	ZAALBAR
LS	5	Ring of Kafrene	1	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	1	2	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	5	Ring of Kafrene	1	2	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	1	2	4	Wedge Antilles's X-wing	XWINGRED2
LS	5	Ring of Kafrene	1	2	5	Boushh (Leia Organa)	BOUSHH
LS	5	Ring of Kafrene	1	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	1	3	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	5	Ring of Kafrene	1	3	3	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	1	3	4	Bastila Shan	BASTILASHAN
LS	5	Ring of Kafrene	1	3	5	Eeth Koth	EETHKOTH
LS	5	Ring of Kafrene	2	1	1	Rey	GLREY
LS	5	Ring of Kafrene	2	1	2	PadmÃ© Amidala	PADMEAMIDALA
LS	5	Ring of Kafrene	2	1	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	2	1	4	Grand Master Yoda	GRANDMASTERYODA
LS	5	Ring of Kafrene	2	1	5	Lobot	LOBOT
LS	5	Ring of Kafrene	2	2	1	Rey	GLREY
LS	5	Ring of Kafrene	2	2	2	Grand Master Yoda	GRANDMASTERYODA
LS	5	Ring of Kafrene	2	2	3	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	2	2	4	Han's Millennium Falcon	MILLENNIUMFALCON
LS	5	Ring of Kafrene	2	2	5	CT-7567 "Rex"	CT7567
LS	5	Ring of Kafrene	2	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	2	3	2	Grand Master Yoda	GRANDMASTERYODA
LS	5	Ring of Kafrene	2	3	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	2	3	4	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	5	Ring of Kafrene	2	3	5	Eeth Koth	EETHKOTH
LS	5	Ring of Kafrene	3	1	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	3	1	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	5	Ring of Kafrene	3	1	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	3	1	4	Clone Sergeant's ARC-170	ARC170CLONESERGEANT
LS	5	Ring of Kafrene	3	1	5	T3-M4	T3_M4
LS	5	Ring of Kafrene	3	2	1	Rey	GLREY
LS	5	Ring of Kafrene	3	2	2	C-3PO	C3POLEGENDARY
LS	5	Ring of Kafrene	3	2	3	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	3	2	4	The Armorer	ARMORER
LS	5	Ring of Kafrene	3	2	5	Tech	BADBATCHTECH
LS	5	Ring of Kafrene	3	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	3	3	2	R2-D2	R2D2_LEGENDARY
LS	5	Ring of Kafrene	3	3	3	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	3	3	4	Wedge Antilles's X-wing	XWINGRED2
LS	5	Ring of Kafrene	3	3	5	Echo	BADBATCHECHO
LS	5	Ring of Kafrene	4	1	1	Profundity	CAPITALPROFUNDITY
LS	5	Ring of Kafrene	4	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	4	1	3	Barriss Offee	BARRISSOFFEE
LS	5	Ring of Kafrene	4	1	4	Mon Mothma	MONMOTHMA
LS	5	Ring of Kafrene	4	1	5	Baze Malbus	BAZEMALBUS
LS	5	Ring of Kafrene	4	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	4	2	2	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	4	2	3	Negotiator	CAPITALNEGOTIATOR
LS	5	Ring of Kafrene	4	2	4	Chopper	CHOPPERS3
LS	5	Ring of Kafrene	4	2	5	Clone Wars Chewbacca	CLONEWARSCHEWBACCA
LS	5	Ring of Kafrene	4	3	1	Rey	GLREY
LS	5	Ring of Kafrene	4	3	2	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	4	3	3	Amilyn Holdo	AMILYNHOLDO
LS	5	Ring of Kafrene	4	3	4	Resistance Trooper	RESISTANCETROOPER
LS	5	Ring of Kafrene	4	3	5	C-3PO	C3POLEGENDARY
LS	5	Ring of Kafrene	5	1	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	5	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	5	1	3	Veteran Smuggler Chewbacca	SMUGGLERCHEWBACCA
LS	5	Ring of Kafrene	5	1	4	Grand Master Yoda	GRANDMASTERYODA
LS	5	Ring of Kafrene	5	1	5	50R-T	50RT
LS	5	Ring of Kafrene	5	2	1	Profundity	CAPITALPROFUNDITY
LS	5	Ring of Kafrene	5	2	2	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	5	2	3	Baze Malbus	BAZEMALBUS
LS	5	Ring of Kafrene	5	2	4	R2-D2	R2D2_LEGENDARY
LS	5	Ring of Kafrene	5	2	5	Bodhi Rook	BODHIROOK
LS	5	Ring of Kafrene	5	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	5	3	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	5	3	3	Hoth Rebel Soldier	HOTHREBELSOLDIER
LS	5	Ring of Kafrene	5	3	4	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	5	Ring of Kafrene	5	3	5	Chewbacca	CHEWBACCALEGENDARY
LS	5	Ring of Kafrene	6	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	6	1	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	6	1	3	Omega	BADBATCHOMEGA
LS	5	Ring of Kafrene	6	1	4	Ima-Gun Di	IMAGUNDI
LS	5	Ring of Kafrene	6	1	5	Chirrut ÃŽmwe	CHIRRUTIMWE
LS	5	Ring of Kafrene	6	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	5	Ring of Kafrene	6	2	2	General Skywalker	GENERALSKYWALKER
LS	5	Ring of Kafrene	6	2	3	Lando Calrissian	ADMINISTRATORLANDO
LS	5	Ring of Kafrene	6	2	4	Tech	BADBATCHTECH
LS	5	Ring of Kafrene	6	2	5	Ghost	GHOST
LS	5	Ring of Kafrene	6	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	5	Ring of Kafrene	6	3	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	5	Ring of Kafrene	6	3	3	Umbaran Starfighter	UMBARANSTARFIGHTER
LS	5	Ring of Kafrene	6	3	4	Rose Tico	ROSETICO
LS	5	Ring of Kafrene	6	3	5	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	6	Scarif	1	1	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	6	Scarif	1	1	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	6	Scarif	1	1	3	Biggs Darklighter's X-wing	XWINGRED3
LS	6	Scarif	1	1	4	General Kenobi	GENERALKENOBI
LS	6	Scarif	1	1	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	1	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	1	2	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	6	Scarif	1	2	3	Poe Dameron	POE
LS	6	Scarif	1	2	4	Rebel Officer Leia Organa	HOTHLEIA
LS	6	Scarif	1	2	5	Dash Rendar	DASHRENDAR
LS	6	Scarif	1	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	6	Scarif	1	3	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	6	Scarif	1	3	3	Coruscant Underworld Police	CORUSCANTUNDERWORLDPOLICE
LS	6	Scarif	1	3	4	Hermit Yoda	HERMITYODA
LS	6	Scarif	1	3	5	Raven's Claw	RAVENSCLAW
LS	6	Scarif	2	1	1	Rey	GLREY
LS	6	Scarif	2	1	2	Ben Solo	BENSOLO
LS	6	Scarif	2	1	3	The Mandalorian	THEMANDALORIAN
LS	6	Scarif	2	1	4	Kanan Jarrus	KANANJARRUSS3
LS	6	Scarif	2	1	5	Ima-Gun Di	IMAGUNDI
LS	6	Scarif	2	2	1	Rey	GLREY
LS	6	Scarif	2	2	2	Razor Crest	RAZORCREST
LS	6	Scarif	2	2	3	Rey (Scavenger)	REY
LS	6	Scarif	2	2	4	Lobot	LOBOT
LS	6	Scarif	2	2	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	2	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	2	3	2	Razor Crest	RAZORCREST
LS	6	Scarif	2	3	3	Dash Rendar	DASHRENDAR
LS	6	Scarif	2	3	4	Outrider	OUTRIDER
LS	6	Scarif	2	3	5	Raven's Claw	RAVENSCLAW
LS	6	Scarif	3	1	1	Rey	GLREY
LS	6	Scarif	3	1	2	Rebel Officer Leia Organa	HOTHLEIA
LS	6	Scarif	3	1	3	Ben Solo	BENSOLO
LS	6	Scarif	3	1	4	PadmÃ© Amidala	PADMEAMIDALA
LS	6	Scarif	3	1	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	3	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	3	2	2	Ki-Adi-Mundi	KIADIMUNDI
LS	6	Scarif	3	2	3	Razor Crest	RAZORCREST
LS	6	Scarif	3	2	4	Chewbacca	CHEWBACCALEGENDARY
LS	6	Scarif	3	2	5	Dash Rendar	DASHRENDAR
LS	6	Scarif	3	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	6	Scarif	3	3	2	Hermit Yoda	HERMITYODA
LS	6	Scarif	3	3	3	Razor Crest	RAZORCREST
LS	6	Scarif	3	3	4	Grand Master Yoda	GRANDMASTERYODA
LS	6	Scarif	3	3	5	Raven's Claw	RAVENSCLAW
LS	6	Scarif	4	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	4	1	2	Ki-Adi-Mundi	KIADIMUNDI
